0.46828607,0.73353904,1.0670182,-0.09936288,0.55564946,-0.12520398,-0.7784615,0.3874238,-0.14876218,-0.30059507,0.73007596
-0.22695374,0.5140175,0.36018538,-0.36454237,0.1511677,0.11041833,0.3440745,0.06909767,-0.27545813,-0.2089676,-0.24766286
0.19653851,0.3856966,0.15315592,-0.5822267,0.37790662,-0.71984017,0.98185635,0.2722913,0.58611625,0.31837395,-0.49234825
0.63377464,0.110041976,-0.6860889,-0.07642425,-1.3053545,-0.996563,-0.9646216,-0.9220666,-0.5125049,-0.21820924,-0.68722296
-0.011126411,0.6512471,0.1501472,0.15112136,1.1635315,0.11718227,0.07295731,-0.3505279,-0.6353981,0.35943636,-0.006524903
0.24556954,-0.30348346,1.1674647,-0.2591577,-0.05589256,1.1749905,1.2874659,0.2635107,0.78924656,0.18632895,0.55834407
0.42171684,-0.16183062,0.099011794,-0.07924823,0.07320057,0.1275748,0.122067645,0.42658827,-0.10359838,-0.193557,-0.20277275
1.1142261,1.1503032,1.238342,0.6283986,1.1458018,1.2323862,1.0817081,-0.33222768,-0.5086537,0.47567314,0.28904408
-0.56472003,-0.70599073,-0.07057676,-0.12648644,-0.8716238,-0.67047274,0.3088555,-0.051255554,0.02309335,0.26768497,-0.2923963
0.030579086,-0.3905528,-0.06848491,0.053476408,0.20047314,0.28271028,-0.11916083,0.07056721,-0.5571397,-0.4445035,0.18046373
0.0030553928,-0.22474618,-0.2282853,-0.4418151,0.43456525,-0.63778204,-0.16395763,-0.038955186,-0.6781849,-0.4392497,-0.24859461
0.97982234,0.42409718,1.182121,0.76606375,0.2831745,0.885247,1.2146074,0.31761417,0.7817501,0.531444,0.7083741
1.0211853,1.1428285,1.221863,0.9549513,0.039008774,0.84150046,0.6165293,1.1144592,0.46767262,0.6375971,-0.54505354
0.12470702,-0.027669087,0.7740034,-0.67465657,-0.16859542,-0.39432988,0.23565897,-0.35063127,0.28895888,0.18118455,0.14316997
-0.22116555,-0.73278934,-0.53282297,-0.6220584,-0.4829683,-0.58527595,-0.7200618,-0.5428319,-0.2115701,0.2791337,0.02570103
-0.60393834,-0.48445472,0.08728897,-0.67898715,-0.5827209,0.20477678,-0.16384603,-0.6686322,-0.42735997,-0.7046459,0.030649558
0.4983419,0.30268884,0.8616149,0.789161,0.30203447,0.011825326,0.54375243,0.26248288,0.8545237,0.047034066,0.3194971
-0.47315133,-0.3165224,0.81870955,-0.656793,-0.05350111,0.6867778,0.5937856,0.38199037,0.17145069,0.2807339,-0.018301519
-1.3105083,-1.1645793,-0.61546075,-0.7978737,-0.09490075,-0.9709314,-0.6679107,-0.8727731,-1.0801378,-0.07468374,-0.517952
-0.7753777,-0.3836349,0.51145655,0.84798414,-0.8482148,0.84140915,0.054442175,0.69821334,-0.38254634,-0.16531244,0.3782598
0.23955852,-0.24880315,0.19577862,-0.00047471322,-0.5346195,-0.57162637,-0.5998245,0.17657773,-0.96918756,-0.15560529,0.12444068
-0.8728019,0.45912895,-0.6861662,-0.24259499,0.13875891,-0.39820614,-0.5143735,0.011301037,0.06789086,-0.06319331,0.33939207
0.30571768,0.8775421,0.8676662,0.26265296,0.465882,0.623927,1.0928065,0.4880901,-0.21173945,0.06887131,0.36671516
-1.077482,-0.45454073,-0.45268914,-0.55371416,-0.27892667,0.06410138,0.29589564,-0.31672484,-0.16258559,-0.54421985,-0.045954496
0.16462529,0.6404195,1.2972822,0.09855166,0.38641432,0.7438375,0.971025,1.1598419,0.6698801,-0.12188052,-0.24613506
-0.55869114,-0.8271129,-0.32129636,0.14502533,-0.56699276,-0.03670368,-0.7252168,-1.0721823,-0.99701774,0.067044534,-0.04074587
0.93185276,0.8429484,1.3617353,0.121721186,0.55391246,1.0053484,1.3161999,0.6045811,1.2189963,0.42883947,0.71140474
