user_id,item_id,correct,dimension_id
0,0,1.3333333333333333,0
0,1,2.0,0
0,2,1.6666666666666665,0
0,3,2.0,0
0,4,1.3333333333333333,0
0,5,1.6666666666666665,0
0,6,1.0,1
0,7,1.3333333333333333,0
0,8,1.1,2
0,9,1.5,1
0,10,1.0,0
0,11,1.5,2
0,12,1.5,1
0,13,1.6666666666666665,0
0,14,1.1,2
0,15,1.75,1
0,16,1.3333333333333333,0
0,17,1.5,2
0,18,1.75,1
0,19,1.6666666666666665,0
0,20,1.1,2
0,21,1.75,1
0,22,1.3333333333333333,0
0,23,1.75,2
0,24,1.5,1
0,25,1.0,0
0,26,1.0,2
0,27,1.3333333333333333,0
0,28,1.5,2
0,29,1.3333333333333333,0
1,30,2.0,3
1,0,1.3333333333333333,0
1,31,1.25,4
1,32,1.75,5
1,33,1.6666666666666665,6
1,33,1.6666666666666665,7
1,33,1.6666666666666665,8
1,34,1.6666666666666665,3
1,1,1.6666666666666665,0
1,35,1.25,5
1,36,1.0,6
1,36,1.0,7
1,36,1.0,8
1,37,1.3333333333333333,3
1,2,1.3333333333333333,0
1,38,1.0,5
1,39,1.6666666666666665,6
1,39,1.6666666666666665,7
1,39,1.6666666666666665,8
1,3,2.0,0
1,40,1.5,5
1,41,1.6666666666666665,6
1,41,1.6666666666666665,7
1,41,1.6666666666666665,8
1,4,1.6666666666666665,0
1,42,1.25,5
1,43,1.6666666666666665,6
1,43,1.6666666666666665,7
1,43,1.6666666666666665,8
1,5,1.6666666666666665,0
1,44,1.3333333333333333,6
1,44,1.3333333333333333,7
1,44,1.3333333333333333,8
1,45,1.6666666666666665,6
1,45,1.6666666666666665,7
1,45,1.6666666666666665,8
1,46,1.6666666666666665,6
1,46,1.6666666666666665,7
1,46,1.6666666666666665,8
1,47,1.6666666666666665,6
1,47,1.6666666666666665,7
1,47,1.6666666666666665,8
1,48,2.0,6
1,48,2.0,7
1,48,2.0,8
1,49,1.75,9
1,49,1.75,10
1,50,1.5,3
1,7,1.3333333333333333,0
1,51,1.5,4
1,52,1.25,5
1,53,1.6666666666666665,6
1,53,1.6666666666666665,7
1,53,1.6666666666666665,8
1,54,2.0,6
1,54,2.0,7
1,54,2.0,8
1,55,1.6666666666666665,6
1,55,1.6666666666666665,7
1,55,1.6666666666666665,8
1,56,1.0,9
1,56,1.0,10
1,57,1.6666666666666665,3
1,10,1.3333333333333333,0
1,58,1.5,4
1,59,1.25,5
1,60,2.0,6
1,60,2.0,7
1,60,2.0,8
1,61,1.25,9
1,61,1.25,10
1,62,2.0,3
1,13,1.6666666666666665,0
1,63,1.5,4
1,64,1.75,5
1,65,1.3333333333333333,6
1,65,1.3333333333333333,7
1,65,1.3333333333333333,8
1,66,1.25,9
1,66,1.25,10
1,67,1.6666666666666665,3
1,16,1.3333333333333333,0
1,68,1.25,4
1,69,2.0,5
1,70,1.3333333333333333,6
1,70,1.3333333333333333,7
1,70,1.3333333333333333,8
1,71,1.75,9
1,71,1.75,10
1,72,1.3333333333333333,3
1,19,1.3333333333333333,0
1,73,1.75,4
1,74,1.0,5
1,75,1.6666666666666665,6
1,75,1.6666666666666665,7
1,75,1.6666666666666665,8
1,76,1.5,9
1,76,1.5,10
1,77,1.5,3
1,22,2.0,0
1,78,1.5,4
1,79,1.25,5
1,80,1.3333333333333333,6
1,80,1.3333333333333333,7
1,80,1.3333333333333333,8
1,81,1.25,9
1,81,1.25,10
1,82,1.0,3
1,25,1.0,0
1,83,1.0,4
1,84,1.75,5
1,85,2.0,6
1,85,2.0,7
1,85,2.0,8
1,86,1.75,9
1,86,1.75,10
1,87,1.3333333333333333,3
1,27,1.3333333333333333,0
1,88,1.5,4
1,89,1.0,5
1,90,1.6666666666666665,6
1,90,1.6666666666666665,7
1,90,1.6666666666666665,8
1,91,1.6666666666666665,3
1,29,1.0,0
1,92,1.75,4
1,93,1.5,5
1,94,1.0,6
1,94,1.0,7
1,94,1.0,8
2,0,1.6666666666666665,0
2,32,1.25,5
2,1,1.6666666666666665,0
2,35,1.25,5
2,2,2.0,0
2,38,1.25,5
2,3,1.6666666666666665,0
2,40,1.25,5
2,4,1.6666666666666665,0
2,42,1.0,5
2,5,2.0,0
2,6,1.25,1
2,7,1.3333333333333333,0
2,52,1.0,5
2,9,1.5,1
2,10,2.0,0
2,59,1.0,5
2,12,1.5,1
2,13,1.6666666666666665,0
2,64,1.0,5
2,15,1.5,1
2,16,1.6666666666666665,0
2,69,1.5,5
2,18,1.5,1
2,19,2.0,0
2,74,1.25,5
2,21,1.5,1
2,22,1.6666666666666665,0
2,79,1.25,5
2,24,1.5,1
2,25,1.3333333333333333,0
2,84,1.25,5
2,27,1.6666666666666665,0
2,89,1.25,5
2,29,1.0,0
2,93,1.25,5
3,0,1.0,0
3,1,1.3333333333333333,0
3,2,1.3333333333333333,0
3,3,2.0,0
3,4,1.6666666666666665,0
3,5,1.6666666666666665,0
3,6,1.0,1
3,7,2.0,0
3,9,1.25,1
3,10,1.6666666666666665,0
3,12,1.25,1
3,13,1.3333333333333333,0
3,15,1.5,1
3,16,1.0,0
3,18,1.25,1
3,19,1.3333333333333333,0
3,21,1.25,1
3,22,1.0,0
3,24,1.25,1
3,25,1.0,0
3,27,1.3333333333333333,0
3,29,1.0,0
4,0,2.0,0
4,1,1.6666666666666665,0
4,2,2.0,0
4,3,2.0,0
4,4,2.0,0
4,5,2.0,0
4,6,1.25,1
4,7,1.6666666666666665,0
4,9,1.5,1
4,10,1.6666666666666665,0
4,12,1.5,1
4,13,2.0,0
4,15,1.5,1
4,16,1.6666666666666665,0
4,18,1.25,1
4,19,1.6666666666666665,0
4,21,1.5,1
4,22,1.0,0
4,24,1.0,1
4,25,1.0,0
4,27,1.6666666666666665,0
4,29,1.3333333333333333,0
5,0,1.6666666666666665,0
5,32,1.75,5
5,33,1.6666666666666665,6
5,33,1.6666666666666665,7
5,33,1.6666666666666665,8
5,1,2.0,0
5,35,1.25,5
5,36,1.6666666666666665,6
5,36,1.6666666666666665,7
5,36,1.6666666666666665,8
5,2,2.0,0
5,38,1.25,5
5,39,1.3333333333333333,6
5,39,1.3333333333333333,7
5,39,1.3333333333333333,8
5,3,2.0,0
5,40,1.25,5
5,41,2.0,6
5,41,2.0,7
5,41,2.0,8
5,4,1.3333333333333333,0
5,42,1.75,5
5,43,1.3333333333333333,6
5,43,1.3333333333333333,7
5,43,1.3333333333333333,8
5,5,1.0,0
5,44,1.6666666666666665,6
5,44,1.6666666666666665,7
5,44,1.6666666666666665,8
5,45,1.3333333333333333,6
5,45,1.3333333333333333,7
5,45,1.3333333333333333,8
5,46,1.3333333333333333,6
5,46,1.3333333333333333,7
5,46,1.3333333333333333,8
5,47,1.6666666666666665,6
5,47,1.6666666666666665,7
5,47,1.6666666666666665,8
5,48,1.6666666666666665,6
5,48,1.6666666666666665,7
5,48,1.6666666666666665,8
5,49,1.75,9
5,49,1.75,10
5,6,2.0,1
5,7,2.0,0
5,52,1.0,5
5,8,1.4,2
5,53,1.6666666666666665,6
5,53,1.6666666666666665,7
5,53,1.6666666666666665,8
5,54,1.3333333333333333,6
5,54,1.3333333333333333,7
5,54,1.3333333333333333,8
5,55,1.6666666666666665,6
5,55,1.6666666666666665,7
5,55,1.6666666666666665,8
5,56,1.0,9
5,56,1.0,10
5,9,1.75,1
5,10,1.6666666666666665,0
5,59,1.0,5
5,11,1.75,2
5,60,1.6666666666666665,6
5,60,1.6666666666666665,7
5,60,1.6666666666666665,8
5,61,1.75,9
5,61,1.75,10
5,12,1.75,1
5,13,1.6666666666666665,0
5,64,1.5,5
5,14,1.3,2
5,65,1.6666666666666665,6
5,65,1.6666666666666665,7
5,65,1.6666666666666665,8
5,66,1.75,9
5,66,1.75,10
5,15,2.0,1
5,16,1.3333333333333333,0
5,69,1.5,5
5,17,1.75,2
5,70,1.6666666666666665,6
5,70,1.6666666666666665,7
5,70,1.6666666666666665,8
5,71,1.5,9
5,71,1.5,10
5,18,1.5,1
5,19,2.0,0
5,74,1.75,5
5,20,1.3,2
5,75,1.6666666666666665,6
5,75,1.6666666666666665,7
5,75,1.6666666666666665,8
5,76,1.5,9
5,76,1.5,10
5,21,1.75,1
5,22,1.6666666666666665,0
5,79,1.0,5
5,23,1.75,2
5,80,1.6666666666666665,6
5,80,1.6666666666666665,7
5,80,1.6666666666666665,8
5,81,1.25,9
5,81,1.25,10
5,24,1.75,1
5,25,1.6666666666666665,0
5,84,1.5,5
5,26,1.2857142857142856,2
5,85,1.6666666666666665,6
5,85,1.6666666666666665,7
5,85,1.6666666666666665,8
5,86,1.25,9
5,86,1.25,10
5,27,1.3333333333333333,0
5,89,1.75,5
5,28,1.75,2
5,90,1.6666666666666665,6
5,90,1.6666666666666665,7
5,90,1.6666666666666665,8
5,29,1.0,0
5,93,1.75,5
5,94,1.6666666666666665,6
5,94,1.6666666666666665,7
5,94,1.6666666666666665,8
6,0,1.0,0
6,32,1.75,5
6,33,1.6666666666666665,6
6,33,1.6666666666666665,7
6,33,1.6666666666666665,8
6,1,2.0,0
6,35,1.75,5
6,36,1.6666666666666665,6
6,36,1.6666666666666665,7
6,36,1.6666666666666665,8
6,2,1.6666666666666665,0
6,38,2.0,5
6,39,1.3333333333333333,6
6,39,1.3333333333333333,7
6,39,1.3333333333333333,8
6,3,1.6666666666666665,0
6,40,1.75,5
6,41,1.6666666666666665,6
6,41,1.6666666666666665,7
6,41,1.6666666666666665,8
6,4,2.0,0
6,42,2.0,5
6,43,1.3333333333333333,6
6,43,1.3333333333333333,7
6,43,1.3333333333333333,8
6,5,1.3333333333333333,0
6,44,1.6666666666666665,6
6,44,1.6666666666666665,7
6,44,1.6666666666666665,8
6,45,1.3333333333333333,6
6,45,1.3333333333333333,7
6,45,1.3333333333333333,8
6,46,1.3333333333333333,6
6,46,1.3333333333333333,7
6,46,1.3333333333333333,8
6,47,1.6666666666666665,6
6,47,1.6666666666666665,7
6,47,1.6666666666666665,8
6,48,1.6666666666666665,6
6,48,1.6666666666666665,7
6,48,1.6666666666666665,8
6,49,1.75,9
6,49,1.75,10
6,6,1.0,1
6,7,1.0,0
6,52,1.75,5
6,8,1.2,2
6,53,2.0,6
6,53,2.0,7
6,53,2.0,8
6,54,1.3333333333333333,6
6,54,1.3333333333333333,7
6,54,1.3333333333333333,8
6,55,1.6666666666666665,6
6,55,1.6666666666666665,7
6,55,1.6666666666666665,8
6,56,1.25,9
6,56,1.25,10
6,9,1.0,1
6,10,1.0,0
6,59,1.75,5
6,11,1.75,2
6,60,1.6666666666666665,6
6,60,1.6666666666666665,7
6,60,1.6666666666666665,8
6,61,1.75,9
6,61,1.75,10
6,12,1.0,1
6,13,2.0,0
6,64,1.75,5
6,14,1.2,2
6,65,1.6666666666666665,6
6,65,1.6666666666666665,7
6,65,1.6666666666666665,8
6,66,2.0,9
6,66,2.0,10
6,15,1.0,1
6,16,1.0,0
6,69,1.75,5
6,17,1.75,2
6,70,1.6666666666666665,6
6,70,1.6666666666666665,7
6,70,1.6666666666666665,8
6,71,1.75,9
6,71,1.75,10
6,18,1.0,1
6,19,1.0,0
6,74,1.75,5
6,20,1.1,2
6,75,1.6666666666666665,6
6,75,1.6666666666666665,7
6,75,1.6666666666666665,8
6,76,2.0,9
6,76,2.0,10
6,21,1.0,1
6,22,1.0,0
6,79,1.5,5
6,23,1.75,2
6,80,1.3333333333333333,6
6,80,1.3333333333333333,7
6,80,1.3333333333333333,8
6,81,1.0,9
6,81,1.0,10
6,24,1.0,1
6,25,1.0,0
6,84,1.75,5
6,26,1.1428571428571428,2
6,85,1.6666666666666665,6
6,85,1.6666666666666665,7
6,85,1.6666666666666665,8
6,86,1.25,9
6,86,1.25,10
6,27,1.3333333333333333,0
6,89,1.5,5
6,28,1.75,2
6,90,1.6666666666666665,6
6,90,1.6666666666666665,7
6,90,1.6666666666666665,8
6,29,1.0,0
6,93,1.75,5
6,94,1.3333333333333333,6
6,94,1.3333333333333333,7
6,94,1.3333333333333333,8
7,0,1.6666666666666665,0
7,32,1.25,5
7,33,2.0,6
7,33,2.0,7
7,33,2.0,8
7,1,2.0,0
7,35,1.75,5
7,36,1.3333333333333333,6
7,36,1.3333333333333333,7
7,36,1.3333333333333333,8
7,2,2.0,0
7,38,1.0,5
7,39,1.6666666666666665,6
7,39,1.6666666666666665,7
7,39,1.6666666666666665,8
7,3,2.0,0
7,40,1.25,5
7,41,1.0,6
7,41,1.0,7
7,41,1.0,8
7,4,1.6666666666666665,0
7,42,1.75,5
7,43,1.0,6
7,43,1.0,7
7,43,1.0,8
7,5,1.6666666666666665,0
7,44,2.0,6
7,44,2.0,7
7,44,2.0,8
7,45,1.0,6
7,45,1.0,7
7,45,1.0,8
7,46,2.0,6
7,46,2.0,7
7,46,2.0,8
7,47,1.6666666666666665,6
7,47,1.6666666666666665,7
7,47,1.6666666666666665,8
7,48,1.0,6
7,48,1.0,7
7,48,1.0,8
7,49,1.25,9
7,49,1.25,10
7,6,1.0,1
7,7,2.0,0
7,52,1.0,5
7,8,1.0,2
7,53,1.0,6
7,53,1.0,7
7,53,1.0,8
7,54,2.0,6
7,54,2.0,7
7,54,2.0,8
7,55,2.0,6
7,55,2.0,7
7,55,2.0,8
7,56,2.0,9
7,56,2.0,10
7,9,1.0,1
7,10,2.0,0
7,59,1.0,5
7,11,1.0,2
7,60,2.0,6
7,60,2.0,7
7,60,2.0,8
7,61,2.0,9
7,61,2.0,10
7,12,1.5,1
7,13,2.0,0
7,64,1.25,5
7,14,1.0,2
7,65,1.3333333333333333,6
7,65,1.3333333333333333,7
7,65,1.3333333333333333,8
7,66,1.75,9
7,66,1.75,10
7,15,1.0,1
7,16,2.0,0
7,69,1.0,5
7,17,1.0,2
7,70,1.0,6
7,70,1.0,7
7,70,1.0,8
7,71,1.25,9
7,71,1.25,10
7,18,1.0,1
7,19,2.0,0
7,74,1.0,5
7,20,1.0,2
7,75,1.3333333333333333,6
7,75,1.3333333333333333,7
7,75,1.3333333333333333,8
7,76,1.75,9
7,76,1.75,10
7,21,1.0,1
7,22,2.0,0
7,79,1.0,5
7,23,1.0,2
7,80,2.0,6
7,80,2.0,7
7,80,2.0,8
7,81,2.0,9
7,81,2.0,10
7,24,1.0,1
7,25,1.6666666666666665,0
7,84,1.25,5
7,26,1.0,2
7,85,1.3333333333333333,6
7,85,1.3333333333333333,7
7,85,1.3333333333333333,8
7,86,1.0,9
7,86,1.0,10
7,27,1.6666666666666665,0
7,89,1.25,5
7,28,1.0,2
7,90,1.6666666666666665,6
7,90,1.6666666666666665,7
7,90,1.6666666666666665,8
7,29,1.0,0
7,93,1.25,5
7,94,2.0,6
7,94,2.0,7
7,94,2.0,8
8,0,1.6666666666666665,0
8,1,2.0,0
8,2,2.0,0
8,3,1.6666666666666665,0
8,4,1.3333333333333333,0
8,5,1.6666666666666665,0
8,6,1.75,1
8,7,2.0,0
8,9,1.5,1
8,10,1.6666666666666665,0
8,12,2.0,1
8,13,2.0,0
8,15,1.75,1
8,16,1.6666666666666665,0
8,18,1.75,1
8,19,2.0,0
8,21,1.5,1
8,22,1.6666666666666665,0
8,24,1.5,1
8,25,1.0,0
8,27,1.3333333333333333,0
8,29,1.0,0
9,0,1.0,0
9,32,1.5,5
9,1,1.6666666666666665,0
9,35,2.0,5
9,2,1.6666666666666665,0
9,38,1.75,5
9,3,1.6666666666666665,0
9,40,1.5,5
9,4,1.3333333333333333,0
9,42,1.75,5
9,5,1.3333333333333333,0
9,6,1.5,1
9,7,1.6666666666666665,0
9,52,1.25,5
9,9,1.75,1
9,10,1.6666666666666665,0
9,59,1.5,5
9,12,1.5,1
9,13,1.3333333333333333,0
9,64,1.75,5
9,15,2.0,1
9,16,1.6666666666666665,0
9,69,1.75,5
9,18,1.75,1
9,19,1.6666666666666665,0
9,74,1.75,5
9,21,1.25,1
9,22,1.6666666666666665,0
9,79,1.25,5
9,24,1.25,1
9,25,1.3333333333333333,0
9,84,1.25,5
9,27,1.3333333333333333,0
9,89,1.5,5
9,29,1.0,0
9,93,1.75,5
10,95,1.0,11
10,96,1.6666666666666665,11
10,97,1.6666666666666665,11
10,98,1.0,11
10,99,1.6666666666666665,11
10,100,1.3333333333333333,11
